GROUP,FAMILY,SPECIES,FEED MODE ,SIZE,MOBILITY,BIOTURBATION,STATION,TREATMENT,CORE,LAYER,COUNTS,ABUNDANCE,BIOMASS,Dry Weight_mg,Dry Weight_ug,Biomass_analysed_mg,Biomass_analysed_ug,n_analysed,Biomass.mg.C.m2,Biomass.mg.N.m2,N_µg,15N_at.percentage,δ15N_air,C_µg,δ13C_VPDB,Formalin.corrected_δ13C_VPDB,13C_at.percentage,Core area_m2,Actual_C.percentage,Actual_N.percentage,Sample_weight_mgC,Sample_weight_mgN,Sample_weight_ugC,Sample_weight_ugN,Sample_weight_ugC/m2,Sample_weight_ugN/m2,Sample_weight_mgCm2,Sample_weight_mgN/m2,Background_N_µg,Background_15N_at.percentage,Background_δ15N_air,Background_C_µg,Background_δ13C_VPDB,Background_Formalin.corrected_δ13C_VPDB,Background_13C_at.percentage,Δδ13C,R 13C sample,R 13C control,F 13C sample,F 13C control ,E 13C,I 13C_ugC,Algal labeling factor,I total_ugC,I.total..ug.C.m2.,I.total..mg.C.m2.,ug.C.mg.1,,Δδ13N,R 13N sample,R 13N control,F 13N sample,F 13N control ,E 13N,I 13C_ugN,Algal labeling factor,I total_ugN,I.total..ug.N.m2.,I.total..mg.N.m2.,ug.N.mg.1
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,IA,IA2,0-5cm,2,666.667,376.67,1.13,1130,1.13,1130,2,95.417,22.656,67.967,0.388,60.613,286.251,9.127,10.127,1.116,0.003,0.253,0.06,0.286,0.068,286.251,67.967,95417.131,22655.742,95.417,22.656,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,33.534,0.011,0.011,0.011,0.011,0,0.105,0.61,0.173,57.64,0.058,0.604,,48.848,0.004,0.004,0.004,0.004,0,0.012,0.365,0.033,11.063,0.011,0.488
Polychaeta,Maldanidae,Chirimia biceps bicep,SSDF,,,,ST177,IA,IA2,0-5cm,1,333.333,257.33,0.772,772,0.772,772,1,28.849,7.067,21.201,0.388,60.265,86.547,13.986,14.986,1.121,0.003,0.112,0.027,0.087,0.021,86.547,21.201,28849.107,7066.908,28.849,7.067,81.868,0.372,15.814,362.334,-22.561,-21.561,1.081,36.547,0.011,0.011,0.011,0.011,0,0.035,0.61,0.057,18.992,0.019,0.658,,44.451,0.004,0.004,0.004,0.004,0,0.003,0.365,0.009,3.14,0.003,0.444
Polychaeta,Maldanidae,Chirimia biceps bicep,SSDF,,,,ST177,IA,IA2,5-10cm,1,333.333,117.67,0.353,353,0.353,353,1,25.267,6.182,18.546,0.372,16.776,75.802,-22.279,-21.279,1.081,0.003,0.215,0.053,0.076,0.019,75.802,18.546,25267.341,6181.948,25.267,6.182,81.868,0.372,15.814,362.334,-22.561,-21.561,1.081,0.282,0.011,0.011,0.011,0.011,0,0,0.61,0,0.128,0,0.005,,0.962,0.004,0.004,0.004,0.004,0,0,0.365,0,0.059,0,0.01
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,IA,IA2,0-5cm,2,666.667,19.81,0.059,59.417,,0,,6.789,1.572,,,,,,,,0.003,0.343,0.079,0.02,0.005,20.368,4.717,6789.167,1572.32,6.789,1.572,,,,,,,,,,,,,,,,,3.988,0.004,0.052,,,,,,,,,,,0.956,0.001,0.052
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,IA,IA2,5-10cm,1,333.333,9.9,0.03,29.708,,0,,3.395,0.786,,,,,,,,0.003,0.343,0.079,0.01,0.002,10.184,2.358,3394.584,786.16,3.395,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,IA,IA2,0-5cm,9,3000,2228,6.684,6684,1.344,1344,2,780.798,190.998,115.216,0.574,569.575,471.002,423.674,424.674,1.567,0.003,0.35,0.086,2.342,0.573,2342.394,572.993,780798.058,190997.745,780.798,190.998,78.858,0.371,13.487,324.283,-23.313,-22.313,1.08,446.987,0.016,0.011,0.016,0.011,0.005,2.303,0.61,3.775,1258.375,1.258,1.612,,556.088,0.006,0.004,0.006,0.004,0.002,0.233,0.365,0.639,213.09,0.213,1.116
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,IA,IA2,0-5cm,31,10333.333,611,1.833,1833,1.077,1077,18,255.751,44.89,79.127,0.402,97.886,450.808,10.156,11.156,1.117,0.003,0.419,0.073,0.767,0.135,767.252,134.671,255750.671,44890.237,255.751,44.89,120.761,0.371,12.943,591.413,-22.871,-21.871,1.081,33.028,0.011,0.011,0.011,0.011,0,0.164,0.61,0.268,89.403,0.089,0.35,,84.943,0.004,0.004,0.004,0.004,0,0.025,0.365,0.067,22.393,0.022,0.499
Polychaeta,unidentified,unidentified,,,,,ST177,IA,IA2,0-5cm,,,992.67,2.978,2978,,0,,336.832,79.453,,,,,,,,0.003,0.339,0.08,1.01,0.238,1010.497,238.36,336832.322,79453.225,336.832,79.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,IA,IA2,0-5cm,1,333.333,232.64,0.698,697.917,0.737,737,4,24.361,5.839,18.497,0.39,64.761,77.174,8.389,9.389,1.115,0.003,0.105,0.025,0.073,0.018,73.082,17.516,24360.503,5838.781,24.361,5.839,63.921,0.37,11.02,283.92,-23.59,-22.59,1.08,31.979,0.011,0.011,0.011,0.011,0,0.027,0.61,0.044,7.41,0.007,0.288,,53.74,0.004,0.004,0.004,0.004,0,0.004,0.365,0.01,1.656,0.002,0.269
Bivalve,Cuspidariidae,Cuspidaria sp.,P/S,,,,ST177,IA,IA3,0-5cm,1,333.333,229.67,0.689,689,0.689,689,1,96.172,25.15,75.449,0.388,59.6,288.515,8.152,9.152,1.115,0.003,0.419,0.11,0.289,0.075,288.515,75.449,96171.565,25149.546,96.172,25.15,32.647,0.371,13.743,131.874,-22.539,-21.539,1.081,30.691,0.011,0.011,0.011,0.011,0,0.097,0.61,0.16,53.17,0.053,0.553,,45.857,0.004,0.004,0.004,0.004,0,0.013,0.365,0.035,11.528,0.012,0.458
Echinodermata,Eupyrgidae,Eupyrgus scaber,SSDF,,,,ST177,IA,IA3,0-5cm,1,333.333,504.67,1.514,1514,1.514,1514,1,83.335,21.146,63.437,0.395,78.598,250.004,21.782,20.782,1.129,0.003,0.165,0.042,0.25,0.063,250.004,63.437,83334.718,21145.784,83.335,21.146,7.566,0.37,12.9,89.334,-9.531,-19.64,1.095,40.422,0.011,0.011,0.011,0.011,0,0.057,0.61,0.094,31.181,0.031,0.374,,65.698,0.004,0.004,0.004,0.004,0,0.015,0.365,0.042,13.886,0.014,0.657
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,IA,IA3,0-5cm,1,333.333,286.33,0.859,859,0.859,859,1,66.61,15.329,45.987,0.389,60.849,199.831,4.98,5.98,1.111,0.003,0.233,0.054,0.2,0.046,199.831,45.987,66610.386,15329.098,66.61,15.329,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,29.386,0.011,0.011,0.011,0.011,0,0.065,0.61,0.106,35.263,0.035,0.529,,49.084,0.004,0.004,0.004,0.004,0,0.008,0.365,0.023,7.521,0.008,0.491
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,IA,IA3,0-5cm,4,1333.333,39.61,0.119,118.833,,0,,13.578,3.145,,,,,,,,0.003,0.343,0.079,0.041,0.009,40.735,9.434,13578.335,3144.64,13.578,3.145,,,,,,,,,,,,,,,,,3.988,0.004,0.052,,,,,,,,,,,0.956,0.001,0.052
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,IA,IA3,0-5cm,2,666.667,120,0.36,360,0.774,774,2,20.285,4.779,30.825,0.402,97.349,130.841,37.148,38.148,1.146,0.003,0.169,0.04,0.061,0.014,60.856,14.337,20285.444,4779.042,20.285,4.779,33.908,0.373,18.444,147.028,-21.277,-20.277,1.082,58.425,0.012,0.011,0.012,0.011,0.001,0.084,0.61,0.138,22.943,0.023,0.526,,78.905,0.004,0.004,0.004,0.004,0,0.009,0.365,0.024,4.052,0.004,0.394
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,IA,IA3,0-5cm,8,2666.667,2029.33,6.088,6088,0.978,978,1,659.667,158.856,76.558,0.746,1044.989,317.915,681.577,682.577,1.845,0.003,0.325,0.078,1.979,0.477,1979.002,476.569,659667.381,158856.191,659.667,158.856,78.289,0.371,13.409,319.802,-23.324,-22.324,1.08,704.901,0.019,0.011,0.019,0.011,0.008,2.445,0.61,4.007,1335.654,1.336,2.025,,1031.579,0.008,0.004,0.007,0.004,0.004,0.287,0.365,0.787,262.207,0.262,1.651
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,IA,IA3,0-5cm,42,14000,476.33,1.429,1429,1.039,1039,25,152.999,28.827,62.879,0.381,39.947,333.728,-8.74,-7.74,1.096,0.003,0.321,0.061,0.459,0.086,458.996,86.482,152998.64,28827.228,152.999,28.827,127.661,0.371,13.108,659.867,-23.096,-22.096,1.08,14.356,0.011,0.011,0.011,0.011,0,0.053,0.61,0.086,28.773,0.029,0.259,,26.839,0.004,0.004,0.004,0.004,0,0.006,0.365,0.017,5.624,0.006,0.268
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,IA,IA3,0-5cm,3,1000,81.67,0.245,245,0.614,614,7,35.508,7.994,,,,,,,,0.003,0.435,0.098,0.107,0.024,106.524,23.983,35508.062,7994.257,35.508,7.994,,,,,,,,,,,,,,,,,149.863,0.15,1.766,,,,,,,,,,,31.883,0.032,1.645
Bivalve,Arcidae,Bathyarca sp. ,FF,,,,ST177,IA,IA4,0-5cm,1,333.333,253.67,0.761,761,0.761,761,1,126.28,29.017,87.051,0.409,117.01,378.839,99.151,100.151,1.214,0.003,0.498,0.114,0.379,0.087,378.839,87.051,126279.782,29016.881,126.28,29.017,32.647,0.371,13.743,131.874,-22.539,-21.539,1.081,121.69,0.012,0.011,0.012,0.011,0.001,0.506,0.61,0.83,276.542,0.277,2.19,,103.267,0.004,0.004,0.004,0.004,0,0.033,0.365,0.09,29.947,0.03,1.032
Polychaeta,Cossuridae ,Cossura longocirrata,SDF,,,,ST177,IA,IA4,0-5cm,2,666.667,60,0.18,180,,0,,11.569,2.769,,,,,,,,0.003,0.193,0.046,0.035,0.008,34.708,8.306,11569.286,2768.744,11.569,2.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Cuspidariidae,Cuspidaria sp.,P/S,,,,ST177,IA,IA4,0-5cm,1,333.333,56,0.168,168,0.168,168,1,18.556,4.684,14.051,0.389,62.445,55.668,5.825,6.825,1.112,0.003,0.331,0.084,0.056,0.014,55.668,14.051,18556.047,4683.801,18.556,4.684,32.647,0.371,13.743,131.874,-22.539,-21.539,1.081,28.365,0.011,0.011,0.011,0.011,0,0.017,0.61,0.028,9.482,0.009,0.511,,48.702,0.004,0.004,0.004,0.004,0,0.002,0.365,0.007,2.28,0.002,0.487
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,IA,IA4,0-5cm,1,333.333,441.33,1.324,1324,1.324,1324,1,139.035,34.755,104.265,0.392,69.87,417.105,16.619,17.619,1.124,0.003,0.315,0.079,0.417,0.104,417.105,104.265,139034.92,34755.077,139.035,34.755,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,41.025,0.011,0.011,0.011,0.011,0,0.188,0.61,0.308,102.742,0.103,0.739,,58.105,0.004,0.004,0.004,0.004,0,0.022,0.365,0.061,20.186,0.02,0.581
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,IA,IA4,0-5cm,6,2000,59.42,0.178,178.25,,0,,20.368,4.717,,,,,,,,0.003,0.343,0.079,0.061,0.014,61.103,14.151,20367.502,4716.96,20.368,4.717,,,,,,,,,,,,,,,,,3.988,0.004,0.052,,,,,,,,,,,0.956,0.001,0.052
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,IA,IA4,5-10cm,2,666.667,19.81,0.059,59.417,,0,,6.789,1.572,,,,,,,,0.003,0.343,0.079,0.02,0.005,20.368,4.717,6789.167,1572.32,6.789,1.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,IA,IA4,5-10cm,2,666.667,179.06,0.537,537.188,0.573,573,2,45.946,10.596,33.908,0.373,18.444,147.028,-21.277,-20.277,1.082,0.003,0.257,0.059,0.138,0.032,137.839,31.789,45946.229,10596.197,45.946,10.596,46.146,0.372,16.693,192.821,-23.025,-22.025,1.08,1.747,0.011,0.011,0.011,0.011,0,0.003,0.61,0.005,1.543,0.002,0.031,,1.752,0.004,0.004,0.004,0.004,0,0,0.365,0.001,0.198,0,0.018
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,IA,IA4,0-5cm,1,333.333,0.86,0.003,2.571,,0,,0.165,0.04,,,,,,,,0.003,0.193,0.046,0,0,0.496,0.119,165.276,39.553,0.165,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,IA,IA4,0-5cm,9,3000,3858.67,11.576,11576,0.996,996,1,1222.897,288.96,74.586,0.469,280.799,315.655,194.044,195.044,1.317,0.003,0.317,0.075,3.669,0.867,3668.692,866.879,1222897.427,288959.682,1222.897,288.96,86.523,0.371,13.149,366.806,-23.564,-22.564,1.08,217.607,0.013,0.011,0.013,0.011,0.002,0.753,0.61,1.235,411.608,0.412,0.337,,267.65,0.005,0.004,0.005,0.004,0.001,0.073,0.365,0.199,66.465,0.066,0.23
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,IA,IA4,0-5cm,35,11666.667,1008.67,3.026,3026,1.119,1119,13,306.927,66.342,73.598,0.4,92.498,340.501,20.539,21.539,1.128,0.003,0.304,0.066,0.921,0.199,920.782,199.025,306927.463,66341.518,306.927,66.342,87.934,0.371,13.827,398.083,-22.605,-21.605,1.081,43.144,0.011,0.011,0.011,0.011,0,0.161,0.61,0.265,88.2,0.088,0.287,,78.672,0.004,0.004,0.004,0.004,0,0.021,0.365,0.058,19.291,0.019,0.291
Polychaeta,unidentified,unidentified,,,,,ST177,IA,IA4,0-5cm,,,1189,3.567,3567,,0,,403.452,95.168,,,,,,,,0.003,0.339,0.08,1.21,0.286,1210.357,285.503,403452.281,95167.782,403.452,95.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,IA,IA4,0-5cm,4,1333.333,-180.33,-0.541,-541,0.614,614,7,-74.759,-17.077,58.142,0.49,340.707,254.539,173.059,174.059,1.295,0.003,0.415,0.095,-0.224,-0.051,-224.276,-51.23,-74758.623,-17076.577,-74.759,-17.077,202.947,0.37,11.234,879.138,-23.4,-22.4,1.08,196.458,0.013,0.011,0.013,0.011,0.002,0.549,0.61,0.899,149.863,0.15,1.766,,329.474,0.005,0.004,0.005,0.004,0.001,0.07,0.365,0.191,31.883,0.032,1.645
Crustacea,Ampeliscidae,Ampelisca sp.,FF,,,,ST177,IA,IA5,0-5cm,1,333.333,87.67,0.263,263,0.263,263,1,13.442,3.057,9.17,0.386,54.928,40.326,0.241,1.241,1.106,0.003,0.153,0.035,0.04,0.009,40.326,9.17,13441.933,3056.644,13.442,3.057,9.56,0.37,8.966,48.526,-25.924,-24.924,1.077,26.165,0.011,0.011,0.011,0.011,0,0.012,0.61,0.019,6.336,0.006,0.471,,45.961,0.004,0.004,0.004,0.004,0,0.002,0.365,0.004,1.404,0.001,0.459
Bivalve,Cuspidariidae,Cuspidaria sp.,P/S,,,,ST177,IA,IA5,0-5cm,2,666.667,7.79,0.023,23.356,,0,,2.58,0.651,,,,,,,,0.003,0.331,0.084,0.008,0.002,7.739,1.953,2579.725,651.158,2.58,0.651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,IA,IA5,0-5cm,7,2333.333,69.32,0.208,207.958,,0,,23.762,5.503,,,,,,,,0.003,0.343,0.079,0.071,0.017,71.286,16.509,23762.086,5503.12,23.762,5.503,,,,,,,,,,,,,,,,,3.988,0.004,0.052,,,,,,,,,,,0.956,0.001,0.052
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,IA,IA5,0-5cm,2,666.667,77.14,0.231,231.429,,0,,14.875,3.56,,,,,,,,0.003,0.193,0.046,0.045,0.011,44.624,10.679,14874.796,3559.814,14.875,3.56,,,,,,,,,,,,,,,,,22.943,0.023,0.526,,,,,,,,,,,4.052,0.004,0.394
Polychaeta,Paraonidae ,Levinsenia sp.,SDF,,,,ST177,IA,IA5,5-10cm,1,333.333,11.94,0.036,35.813,,0,,2.302,0.551,,,,,,,,0.003,0.193,0.046,0.007,0.002,6.905,1.653,2301.806,550.865,2.302,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,IA,IA5,0-5cm,12,4000,2760,8.28,8280,0.925,925,1,914.864,215.672,72.281,0.505,380.48,306.612,289.258,290.258,1.421,0.003,0.331,0.078,2.745,0.647,2744.592,647.016,914863.927,215672.001,914.864,215.672,69.907,0.371,13.176,286.164,-23.482,-22.482,1.08,312.74,0.014,0.011,0.014,0.011,0.003,1.051,0.61,1.722,574.001,0.574,0.627,,367.305,0.005,0.004,0.005,0.004,0.001,0.097,0.365,0.265,88.361,0.088,0.41
Bivalve,Tellinidae,Tellina sp.,SDF,,,,ST177,IA,IA5,0-5cm,1,333.333,53.33,0.16,160,0.16,160,1,8.4,2.16,6.479,0.379,33.915,25.201,-12.421,-11.421,1.092,0.003,0.158,0.04,0.025,0.006,25.201,6.479,8400.449,2159.565,8.4,2.16,56.565,0.371,12.684,283.92,-23.388,-22.388,1.08,10.966,0.011,0.011,0.011,0.011,0,0.003,0.61,0.005,1.66,0.002,0.198,,21.232,0.004,0.004,0.004,0.004,0,0.001,0.365,0.001,0.458,0,0.212
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,IA,IA5,0-5cm,34,11333.333,1127,3.381,3381,1.261,1261,14,418.947,91.402,102.27,0.418,140.597,468.759,44.318,45.318,1.154,0.003,0.372,0.081,1.257,0.274,1256.84,274.206,418946.608,91401.987,418.947,91.402,88.297,0.371,13.323,456.048,-22.912,-21.912,1.081,67.23,0.012,0.011,0.012,0.011,0.001,0.346,0.61,0.567,189.162,0.189,0.452,,127.275,0.004,0.004,0.004,0.004,0,0.047,0.365,0.13,43.359,0.043,0.474
Polychaeta,unidentified,unidentified,,,,,ST177,IA,IA5,0-5cm,,,1078,3.234,3234,,0,,365.788,86.283,,,,,,,,0.003,0.339,0.08,1.097,0.259,1097.363,258.85,365787.686,86283.321,365.788,86.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,IA,IA5,0-5cm,4,1333.333,434,1.302,1302,1.302,1302,4,170.443,36.272,108.817,0.523,428.686,511.329,241.138,242.138,1.369,0.003,0.393,0.084,0.511,0.109,511.329,108.817,170443.138,36272.351,170.443,36.272,159.556,0.37,10.992,655.458,-23.353,-22.353,1.08,264.491,0.014,0.011,0.014,0.011,0.003,1.483,0.61,2.43,809.994,0.81,4.752,,417.694,0.005,0.004,0.005,0.004,0.002,0.166,0.365,0.454,151.248,0.151,4.17
Polychaeta,Cossuridae ,Cossura longocirrata,SDF,,,,ST177,PP,PP1,0-5cm,1,333.333,14.03,0.042,42.093,,0,,2.705,0.647,,,,,,,,0.003,0.193,0.046,0.008,0.002,8.116,1.942,2705.479,647.471,2.705,0.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,PP,PP1,0-5cm,1,333.333,338.67,1.016,1016,1.016,1016,1,112.748,22.171,66.512,0.676,850.113,338.243,486.45,487.45,1.635,0.003,0.333,0.065,0.338,0.067,338.243,66.512,112747.78,22170.749,112.748,22.171,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,510.856,0.017,0.011,0.016,0.011,0.006,1.889,0.538,3.514,1171.295,1.171,10.389,,838.348,0.007,0.004,0.007,0.004,0.003,0.203,0.459,0.442,147.323,0.147,6.645
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,PP,PP1,0-5cm,4,1333.333,38,0.114,114,0.627,627,38,10.015,2.189,36.116,0.395,77.42,165.251,-5.993,-4.993,1.099,0.003,0.264,0.058,0.03,0.007,30.046,6.567,10015.232,2188.868,10.015,2.189,17.068,0.372,14.637,73.7,-23.233,-22.233,1.08,17.239,0.011,0.011,0.011,0.011,0,0.031,0.538,0.058,3.883,0.004,0.07,,62.783,0.004,0.004,0.004,0.004,0,0.008,0.459,0.018,1.202,0.001,0.1
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,PP,PP1,0-5cm,7,2333.333,2349.33,7.048,7048,1.447,1447,2,585.802,145.484,89.606,0.458,251.305,360.807,85.769,86.769,1.199,0.003,0.249,0.062,1.757,0.436,1757.406,436.452,585801.956,145483.907,585.802,145.484,96.207,0.371,13.143,398.083,-23.436,-22.436,1.08,109.205,0.012,0.011,0.012,0.011,0.001,0.433,0.538,0.805,268.275,0.268,0.458,,238.162,0.005,0.004,0.005,0.004,0.001,0.078,0.459,0.17,56.507,0.057,0.388
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,PP,PP1,0-5cm,23,7666.667,1061,3.183,3183,1.198,1198,10,271.549,49.749,56.173,0.402,98.2,306.612,1.97,2.97,1.108,0.003,0.256,0.047,0.815,0.149,814.646,149.247,271548.695,49748.923,271.549,49.749,56.565,0.371,12.684,283.92,-23.388,-22.388,1.08,25.357,0.011,0.011,0.011,0.011,0,0.085,0.538,0.159,52.985,0.053,0.195,,85.516,0.004,0.004,0.004,0.004,0,0.018,0.459,0.038,12.727,0.013,0.256
Polychaeta,unidentified,unidentified,,,,,ST177,PP,PP1,0-5cm,,,703.67,2.111,2111,,0,,238.769,56.322,,,,,,,,0.003,0.339,0.08,0.716,0.169,716.306,168.965,238768.647,56321.611,238.769,56.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,PP,PP1,0-5cm,4,1333.333,560.67,1.682,1682,0.661,661,4,163.135,37.529,44.245,0.415,134.687,192.329,16.488,17.488,1.124,0.003,0.291,0.067,0.489,0.113,489.405,112.587,163135.052,37528.899,163.135,37.529,134.899,0.37,10.726,555.992,-23.462,-22.462,1.08,39.95,0.011,0.011,0.011,0.011,0,0.084,0.538,0.157,52.355,0.052,0.321,,123.96,0.004,0.004,0.004,0.004,0,0.02,0.459,0.044,14.529,0.015,0.387
Polychaeta,Lumbrineridae,Lumbrineris sp.,P/S,,,,ST177,PP,PP2,0-5cm,1,333.333,189.67,0.569,569,0.569,569,1,50.149,12.235,36.704,0.543,483.717,150.446,210.222,211.222,1.335,0.003,0.264,0.065,0.15,0.037,150.446,36.704,50148.684,12234.71,50.149,12.235,45.084,0.371,11.766,183.352,-24.406,-23.406,1.079,234.629,0.014,0.011,0.013,0.011,0.003,0.387,0.538,0.72,240.009,0.24,4.786,,471.952,0.005,0.004,0.005,0.004,0.002,0.063,0.459,0.137,45.829,0.046,3.746
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,PP,PP2,0-5cm,2,666.667,19,0.057,57,,0,,6.513,1.508,,,,,,,,0.003,0.343,0.079,0.02,0.005,19.539,4.525,6513.03,1508.369,6.513,1.508,,,,,,,,,,,,,,,,,3.883,0.004,0.07,,,,,,,,,,,1.202,0.001,0.1
Nematodes,Nematodes,Nematodes,P/S,,,,ST177,PP,PP2,5-10cm,2,666.667,19,0.057,57,,0,,6.513,1.508,,,,,,,,0.003,0.343,0.079,0.02,0.005,19.539,4.525,6513.03,1508.369,6.513,1.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,Nephtyidae ,Bipalponephtys neotena,P/S,,,,ST177,PP,PP2,0-5cm,1,333.333,178.33,0.535,535,0.535,535,1,32.353,7.281,21.843,0.433,182.347,97.059,37.607,38.607,1.147,0.003,0.181,0.041,0.097,0.022,97.059,21.843,32352.861,7280.879,32.353,7.281,11.178,0.373,18.207,43.762,-23.1,-22.1,1.08,60.707,0.012,0.011,0.012,0.011,0.001,0.065,0.538,0.12,40.139,0.04,1.241,,164.14,0.004,0.004,0.004,0.004,0.001,0.013,0.459,0.028,9.495,0.009,1.304
Bivalve,Nuculidae ,Nucula Sp.,FF/SDF,,,,ST177,PP,PP2,0-5cm,1,333.333,1406.67,4.22,4220,1.222,1222,1,495.663,109.534,95.155,0.406,109.306,430.593,-1.049,-0.049,1.105,0.003,0.352,0.078,1.487,0.329,1486.99,328.603,495663.225,109534.308,495.663,109.534,110.12,0.371,11.864,480.523,-22.609,-21.609,1.081,21.56,0.011,0.011,0.011,0.011,0,0.102,0.538,0.19,63.269,0.063,0.128,,97.443,0.004,0.004,0.004,0.004,0,0.034,0.459,0.074,24.564,0.025,0.224
Polychaeta,Spionidae,Prionospio sp.,FF/SDF,,,,ST177,PP,PP2,0-5cm,5,1666.667,3464,10.392,10392,1.194,1194,1,1099.078,259.825,89.559,0.851,1333.493,378.839,696.065,697.065,1.861,0.003,0.317,0.075,3.297,0.779,3297.235,779.475,1099078.301,259824.949,1099.078,259.825,78.858,0.371,13.487,324.283,-23.313,-22.313,1.08,719.378,0.019,0.011,0.019,0.011,0.008,2.972,0.538,5.529,1843.064,1.843,1.677,,1320.006,0.009,0.004,0.009,0.004,0.005,0.429,0.459,0.935,311.787,0.312,1.2
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,PP,PP2,0-5cm,28,9333.333,945,2.835,2835,1.203,1203,12,368.227,61.978,78.898,0.429,171.885,468.759,6.874,7.874,1.113,0.003,0.39,0.066,1.105,0.186,1104.682,185.933,368227.34,61977.62,368.227,61.978,120.761,0.371,12.943,591.413,-22.871,-21.871,1.081,29.746,0.011,0.011,0.011,0.011,0,0.153,0.538,0.285,95.02,0.095,0.258,,158.942,0.004,0.004,0.004,0.004,0.001,0.046,0.459,0.1,33.214,0.033,0.536
Bivalve,Thyasiridae,Axinopsida/Thyasira,FF/SDF,,,,ST177,PP,PP2,5-10cm,1,333.333,0.83,0.002,2.482,,0,,0.249,0.055,,,,,,,,0.003,0.301,0.067,0.001,0,0.748,0.165,249.289,55.066,0.249,0.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polychaeta,unidentified,unidentified,,,,,ST177,PP,PP2,0-5cm,,,660,1.98,1980,,0,,223.952,52.827,,,,,,,,0.003,0.339,0.08,0.672,0.158,671.855,158.48,223951.645,52826.523,223.952,52.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bivalve,Yoldiidae,Yoldiella sp.,FF/SDF,,,,ST177,PP,PP2,0-5cm,1,333.333,70.32,0.211,210.97,0.563,563,7,30.576,6.884,,,,,,,,0.003,0.435,0.098,0.092,0.021,91.728,20.652,30576.047,6883.867,30.576,6.884,,,,,,,,,,,,,,,,,150.631,0.151,4.397,,,,,,,,,,,41.412,0.041,4.858
